Incident_ID,Date,Incident_Starttime,Incident_Endtime,Incident_Duration,Incident_Priority,Service_Area,Municipality,Damage_Type,LON,LAT
97316,2010-07-01,12:28:30,12:58:22,00:29:52,2,Nico,AMSTERDAM,Unknown,4.92299343685557,52.3796371443934
97660,2010-07-09,14:44:17,15:36:29,00:52:12,2,Willem,AMSTERDAM,Tree,4.92662461264568,52.3467653036177
97732,2010-07-10,21:15:12,22:31:34,01:16:22,1,Aalsmeer,AALSMEER,Unknown,4.76241159875791,52.252151417367
97736,2010-07-10,21:29:53,22:13:43,00:43:50,1,Aalsmeer,AALSMEER,Unknown,4.77854570187221,52.2535478678261
97761,2010-07-11,00:50:00,02:19:37,01:29:37,3,Aalsmeer,AALSMEER,Tree,4.75548687258302,52.2375450163995
97773,2010-07-11,09:46:56,10:45:40,00:58:44,2,Aalsmeer,AALSMEER,Unknown,4.76311510057959,52.2510675861518
97778,2010-07-11,11:18:56,14:11:33,02:52:37,2,Aalsmeer,AALSMEER,Tree,4.76017946006703,52.2359521691776
97782,2010-07-11,14:43:51,17:30:31,02:46:40,2,Aalsmeer,AALSMEER,Unknown,4.79512012723344,52.2747627711952
97790,2010-07-11,19:02:50,19:37:43,00:34:53,2,IJsbrand,AMSTERDAM,Unknown,4.91756988618243,52.3938971659239
97851,2010-07-12,18:25:23,20:44:04,02:18:41,2,Pieter,AMSTERDAM,Tree,4.84308680456553,52.357762298498
97916,2010-07-14,16:54:35,17:11:41,00:17:06,2,Willem,AMSTERDAM,Tree,4.9123577227646,52.3538092390912
97918,2010-07-14,17:09:11,17:59:19,00:50:08,2,Aalsmeer,AALSMEER,Tree,4.7557866521304,52.2453122753843
97920,2010-07-15,10:52:22,11:33:26,00:41:04,2,IJsbrand,AMSTERDAM,Tree,4.90001641580175,52.4190366044854
97923,2010-07-14,19:31:42,20:36:20,01:04:38,3,Victor,AMSTERDAM,Unknown,4.94291040806705,52.350135039073
97940,2010-07-15,11:17:24,12:36:28,01:19:04,2,Nico,AMSTERDAM,Building,4.8931270308054,52.3685153482158
97974,2010-07-16,11:17:00,12:48:46,01:31:46,2,Hendrik,AMSTERDAM,Tree,4.88829408163265,52.372629430682
97975,2010-07-16,12:58:05,13:48:19,00:50:14,2,Willem,AMSTERDAM,Tree,4.91266998609981,52.3369584663232
98378,2010-07-29,13:12:21,14:14:48,01:02:27,2,Teunis,AMSTERDAM,Unknown,4.87475624974435,52.3826917761422
98839,2010-08-13,13:11:06,13:28:40,00:17:34,3,IJsbrand,AMSTERDAM,Unknown,4.9213039379931,52.4132353290207
98891,2010-08-15,10:58:59,12:28:52,01:29:53,3,Osdorp,AMSTERDAM,Unknown,4.81848779681769,52.374633551273
98901,2010-08-15,16:23:39,17:19:51,00:56:12,2,Victor,AMSTERDAM,Tree,4.9482278184512,52.3660181768629
98966,2010-08-17,17:04:52,18:01:06,00:56:14,2,Osdorp,AMSTERDAM,Tree,4.81451870836762,52.3783623130292
98994,2010-08-18,18:03:46,18:27:20,00:23:34,3,Hendrik,AMSTERDAM,Tree,4.84876256918249,52.3642414614951
99073,2010-08-21,11:56:18,13:58:56,02:02:38,1,IJsbrand,AMSTERDAM,Tree,4.91289749342791,52.4021831375327
99150,2010-08-23,10:53:10,11:15:52,00:22:42,3,Hendrik,AMSTERDAM,Tree,4.88873100310709,52.3677239779423
99154,2010-08-23,13:48:20,14:14:46,00:26:26,2,Pieter,AMSTERDAM,Tree,4.86190350703614,52.348050633278
99158,2010-08-23,14:18:43,17:31:51,03:13:08,2,Amstelveen,AMSTELVEEN,Tree,4.85811791431905,52.277775854552
99159,2010-08-23,14:44:01,15:15:30,00:31:29,2,Aalsmeer,AALSMEER,Tree,4.80260375745358,52.2839587184064
99161,2010-08-23,15:24:19,17:30:43,02:06:24,3,Zebra,AMSTERDAM,Unknown,4.95713625067386,52.3921420524788
99162,2010-08-23,15:31:03,17:30:55,01:59:52,2,Hendrik,AMSTERDAM,Tree,4.87133178579471,52.3727814362452
99163,2010-08-23,16:13:19,17:29:59,01:16:40,3,Amstelveen,AMSTELVEEN,Unknown,4.86785316279413,52.3161971748345
99164,2010-08-23,16:26:49,17:00:10,00:33:21,2,Willem,AMSTERDAM,Unknown,4.90273842223142,52.3515862397616
99178,2010-08-23,23:09:08,23:36:57,00:27:49,2,Nico,AMSTERDAM,Tree,4.92720632494931,52.3883446594807
99181,2010-08-24,00:27:43,01:59:06,01:31:23,3,Hendrik,AMSTERDAM,Tree,4.86160115781989,52.3611893971468
99198,2010-08-24,16:30:51,16:56:16,00:25:25,2,Aalsmeer,AALSMEER,Tree,4.76930484608061,52.2535268746103
99201,2010-08-24,16:07:40,16:53:52,00:46:12,2,Dirk,AMSTERDAM,Tree,4.86998500245714,52.3459740995452
99203,2010-08-24,16:55:21,17:59:01,01:03:40,2,Diemen,DIEMEN,Tree,4.97208694152755,52.3518317795652
99204,2010-08-24,17:31:18,17:59:52,00:28:34,2,Zebra,AMSTERDAM,Tree,4.93038527054716,52.4062962974562
99205,2010-08-24,17:21:21,19:22:38,02:01:17,2,Uithoorn,UITHOORN,Tree,4.81400140637637,52.2399286188933
99206,2010-08-24,18:15:55,18:35:27,00:19:32,2,IJsbrand,AMSTERDAM,Tree,4.89368136972081,52.4137076882237
99208,2010-08-24,19:20:27,21:05:15,01:44:48,2,Nico,AMSTERDAM,Unknown,4.93673375025921,52.3773803766173
99209,2010-08-24,18:42:28,19:47:09,01:04:41,2,Dirk,AMSTERDAM,"Fence, Road signs, Scaffolding",4.90089321094364,52.3605843828327
99212,2010-08-24,19:30:26,19:38:45,00:08:19,2,IJsbrand,AMSTERDAM,Unknown,4.89898349211184,52.4020547096454
99213,2010-08-24,19:56:01,20:56:06,01:00:05,2,Diemen,DIEMEN,Tree,4.96679883967179,52.3429781940306
99245,2010-08-25,20:21:36,21:00:49,00:39:13,3,Hendrik,AMSTERDAM,Tree,4.84876256918249,52.3642414614951
99269,2010-08-26,10:16:20,11:00:16,00:43:56,2,Victor,AMSTERDAM,Tree,4.93626126774701,52.3617399975668
99291,2010-08-26,16:55:49,18:43:17,01:47:28,2,Amstelveen,AMSTERDAM,Unknown,4.86889076727784,52.2888517047789
99293,2010-08-26,17:08:08,18:43:22,01:35:14,2,Osdorp,AMSTERDAM,Tree,4.80082895903183,52.3551877310465
99320,2010-08-27,13:06:49,13:26:02,00:19:13,3,Hendrik,AMSTERDAM,Unknown,4.88201426010258,52.3837835091024
99379,2010-08-29,13:50:52,14:59:19,01:08:27,1,Dirk,AMSTERDAM,Tree,4.88146292031481,52.3496996968168
99380,2010-08-29,14:08:29,18:58:10,04:49:41,3,Uithoorn,UITHOORN,Unknown,4.83141815195222,52.2462494845295
99389,2010-08-29,18:18:43,18:59:41,00:40:58,1,Uithoorn,UITHOORN,Tree,4.84148479053651,52.2420900377506
99405,2010-08-30,06:19:19,06:49:54,00:30:35,2,Nico,AMSTERDAM,Tree,4.90040423401459,52.373039346431
99407,2010-08-30,01:37:01,03:41:08,02:04:07,3,Amstelveen,AMSTELVEEN,Tree,4.87253091659866,52.3048569994419
99408,2010-08-30,01:49:08,02:09:10,00:20:02,3,Teunis,AMSTERDAM,Tree,4.83174347464418,52.3785522192363
99410,2010-08-30,02:56:53,04:25:25,01:28:32,3,Aalsmeer,AALSMEER,Unknown,4.79240425781465,52.2598111501271
99411,2010-08-30,03:03:51,04:25:32,01:21:41,2,Amstelveen,OUDER-AMSTEL,Tree,4.91215358376974,52.2905883211449
99413,2010-08-30,04:00:35,05:18:52,01:18:17,3,Teunis,AMSTERDAM,Tree,4.82943612390867,52.3810130005632
99418,2010-08-30,07:53:44,08:44:11,00:50:27,3,Aalsmeer,AALSMEER,Unknown,4.74157859883373,52.2304951003058
99422,2010-08-30,09:40:14,10:59:13,01:18:59,2,Teunis,AMSTERDAM,"Fence, Road signs, Scaffolding",4.8523821410371,52.3818558503016
99422,2010-08-30,09:40:14,10:59:13,01:18:59,2,Teunis,AMSTERDAM,Tree,4.8523821410371,52.3818558503016
99428,2010-08-30,12:42:38,13:57:53,01:15:15,2,Nico,AMSTERDAM,Unknown,4.90855420705832,52.3703133479319
99436,2010-08-30,14:53:52,15:37:58,00:44:06,2,Hendrik,AMSTERDAM,Tree,4.88941678554884,52.3694165543306
99441,2010-08-30,16:32:38,16:58:48,00:26:10,2,Teunis,AMSTERDAM,Tree,4.84908442855095,52.3764392885315
99444,2010-08-30,18:55:01,19:34:47,00:39:46,2,Hendrik,AMSTERDAM,Building,4.86491882173661,52.3661922777526
99444,2010-08-30,18:55:01,19:34:47,00:39:46,2,Hendrik,AMSTERDAM,Tree,4.86491882173661,52.3661922777526
99638,2010-09-06,18:26:06,19:33:20,01:07:14,2,Hendrik,AMSTERDAM,Building,4.87949845199717,52.3764477719208
99660,2010-09-07,09:06:13,09:15:04,00:08:51,3,Uithoorn,UITHOORN,Tree,4.81590250055229,52.2412410847935
99815,2010-09-12,16:05:30,17:52:57,01:47:27,2,Dirk,AMSTERDAM,Tree,4.88943397006103,52.3600334411951
99921,2010-09-15,17:50:07,18:26:18,00:36:11,1,Amstelveen,AMSTELVEEN,Tree,4.86924816278767,52.2921428306152
99923,2010-09-15,17:14:51,17:57:52,00:43:01,2,Teunis,AMSTERDAM,Tree,4.83207089299975,52.3793806263644
99930,2010-09-15,20:05:24,20:37:34,00:32:10,2,Dirk,AMSTERDAM,Tree,4.8746801041451,52.3511535007869
99934,2010-09-15,22:25:45,23:03:51,00:38:06,3,Amstelveen,AMSTELVEEN,Tree,4.87335949226892,52.2991353441604
99947,2010-09-16,12:57:35,13:25:50,00:28:15,2,Pieter,AMSTERDAM,Tree,4.85147665830526,52.3631932199492
100015,2010-09-18,17:55:19,19:39:04,01:43:45,2,Pieter,AMSTERDAM,Unknown,4.85147665830526,52.3631932199492
100292,2010-09-27,16:14:24,16:39:58,00:25:34,3,Osdorp,AMSTERDAM,Tree,4.81479808070252,52.378336700623
100337,2010-09-29,14:45:32,16:04:26,01:18:54,2,Victor,AMSTERDAM,Tree,4.93675201605949,52.3741358941404
100398,2010-10-01,13:27:38,14:27:59,01:00:21,2,Nico,AMSTERDAM,Unknown,4.9002058441597,52.3737215960953
100937,2010-10-16,11:57:02,12:30:02,00:33:00,2,Zebra,AMSTERDAM,Unknown,4.94231029294762,52.3953587955752
100938,2010-10-16,13:53:38,14:39:07,00:45:29,2,Aalsmeer,AALSMEER,Tree,4.76017946006703,52.2359521691776
100944,2010-10-16,15:04:10,15:30:30,00:26:20,2,Hendrik,AMSTERDAM,Tree,4.86376375032556,52.365782728239
101176,2010-10-23,16:12:36,16:51:52,00:39:16,2,Dirk,AMSTERDAM,"Fence, Road signs, Scaffolding",4.87865062749088,52.3581720841858
101200,2010-10-24,07:49:29,08:05:50,00:16:21,2,Victor,AMSTERDAM,Unknown,4.92968758461723,52.3542999113793
101531,2010-11-04,07:26:13,09:17:45,01:51:32,2,Dirk,AMSTERDAM,Unknown,4.87228703864377,52.3537405764597
101533,2010-11-04,10:13:35,12:20:21,02:06:46,2,Dirk,AMSTERDAM,"Fence, Road signs, Scaffolding",4.89137718964635,52.3516650221229
101536,2010-11-04,10:21:37,10:37:34,00:15:57,3,Hendrik,AMSTERDAM,Unknown,4.87626654842424,52.3739892122749
101554,2010-11-04,17:25:30,18:53:19,01:27:49,2,Amstelveen,AMSTERDAM,Tree,4.85874772881957,52.3258906605827
101561,2010-11-04,20:52:04,22:45:24,01:53:20,3,Hendrik,AMSTERDAM,"Fence, Road signs, Scaffolding",4.86147563768477,52.3693047704945
101803,2010-11-11,15:15:58,15:50:10,00:34:12,2,IJsbrand,AMSTERDAM,Unknown,4.91076246164959,52.4176243058035
101805,2010-11-11,15:27:00,15:59:54,00:32:54,1,Diemen,DIEMEN,Unknown,4.95940083926655,52.338619599263
101807,2010-11-11,16:30:38,17:04:21,00:33:43,2,Amstelveen,AMSTELVEEN,Unknown,4.85919773144621,52.3016075410658
101808,2010-11-11,16:46:39,17:23:15,00:36:36,2,Willem,AMSTERDAM,"Fence, Road signs, Scaffolding",4.91608403751713,52.3512266739221
101821,2010-11-12,07:25:45,08:46:26,01:20:41,2,Anton,AMSTERDAM,Tree,4.95340068970957,52.3219794056423
101825,2010-11-12,08:40:25,10:15:23,01:34:58,2,Teunis,AMSTERDAM,Building,4.84726552049708,52.3907394543573
101826,2010-11-12,08:47:10,08:49:08,00:01:58,2,IJsbrand,AMSTERDAM,Unknown,4.89898349211184,52.4020547096454
101830,2010-11-12,09:17:58,09:38:52,00:20:54,2,Aalsmeer,AALSMEER,Tree,4.76317837532035,52.2570000015924
101834,2010-11-12,09:54:30,11:20:44,01:26:14,2,Amstelveen,AMSTERDAM,Unknown,4.87948379301332,52.3276891430374
101837,2010-11-12,12:23:45,13:11:47,00:48:02,2,Hendrik,AMSTERDAM,Unknown,4.87928935353447,52.3690589718166
102086,2010-11-19,18:02:20,19:13:06,01:10:46,2,Hendrik,AMSTERDAM,Tree,4.88919152000128,52.3881729369512
102464,2010-12-01,16:30:50,20:25:16,03:54:26,3,Hendrik,AMSTERDAM,Unknown,4.85900314297961,52.3734820489571
102819,2010-12-09,10:57:39,11:35:53,00:38:14,3,Driemond,AMSTERDAM,Tree,5.01414443792011,52.3038874586081
103084,2010-12-17,15:14:44,16:15:38,01:00:54,3,Hendrik,AMSTERDAM,Tree,4.85351182258983,52.3709768102387
104216,2011-01-08,12:30:50,13:15:34,00:44:44,2,Teunis,AMSTERDAM,Building,4.85501942461081,52.3774997000792
104216,2011-01-08,12:30:50,13:15:34,00:44:44,2,Teunis,AMSTERDAM,"Fence, Road signs, Scaffolding",4.85501942461081,52.3774997000792
104223,2011-01-08,14:48:13,15:17:34,00:29:21,2,Dirk,AMSTERDAM,Unknown,4.88110264128204,52.3529786872626
104688,2011-01-22,20:51:47,23:18:50,02:27:03,3,Dirk,AMSTERDAM,Unknown,4.87932484131849,52.3621116087641
105067,2011-02-04,09:09:03,09:49:02,00:39:59,2,IJsbrand,AMSTERDAM,Tree,4.90131082776424,52.41896103081
105070,2011-02-04,11:45:48,14:48:18,03:02:30,2,Pieter,AMSTERDAM,Building,4.86437080017496,52.3479087660065
105071,2011-02-04,12:39:23,13:31:06,00:51:43,2,Hendrik,AMSTERDAM,Building,4.85383369012917,52.3686324609586
105073,2011-02-04,12:57:06,13:34:35,00:37:29,3,Hendrik,AMSTERDAM,"Fence, Road signs, Scaffolding",4.87924499855098,52.3729324889508
105075,2011-02-04,14:37:26,15:32:21,00:54:55,2,Pieter,AMSTERDAM,Building,4.86868939829627,52.3350213126196
105077,2011-02-04,15:11:29,16:24:47,01:13:18,2,Teunis,AMSTERDAM,Unknown,4.86893845426349,52.3790444114915
105079,2011-02-04,16:06:19,17:08:20,01:02:01,2,Willem,AMSTERDAM,Building,4.91891849680092,52.3538443633638
105087,2011-02-04,21:19:35,21:41:09,00:21:34,2,Dirk,AMSTERDAM,Unknown,4.87757929432715,52.3594257609013
105091,2011-02-05,00:09:06,00:28:19,00:19:13,2,Victor,AMSTERDAM,Unknown,4.93358467146814,52.3636351654222
105092,2011-02-04,23:17:26,00:24:38,01:07:12,2,Osdorp,AMSTERDAM,Unknown,4.82071038669683,52.360434550821
105097,2011-02-05,00:31:34,01:43:17,01:11:43,2,Hendrik,AMSTERDAM,"Fence, Road signs, Scaffolding",4.86101907771806,52.3607553993461
105098,2011-02-05,00:46:12,01:04:36,00:18:24,2,IJsbrand,AMSTERDAM,Unknown,4.91337510890516,52.397367669908
105099,2011-02-05,00:53:49,01:42:33,00:48:44,2,Dirk,AMSTERDAM,Unknown,4.88324883665583,52.363036139001
105101,2011-02-05,01:14:15,01:42:59,00:28:44,2,Dirk,AMSTERDAM,Unknown,4.88706031067301,52.3635376399237
105103,2011-02-05,02:09:57,03:13:49,01:03:52,2,IJsbrand,AMSTERDAM,Unknown,4.90424011841385,52.3902754607359
105104,2011-02-05,02:39:24,04:08:50,01:29:26,3,Willem,AMSTERDAM,Unknown,4.90233173833936,52.3552246085371
105110,2011-02-05,06:53:53,07:26:59,00:33:06,2,IJsbrand,AMSTERDAM,Tree,4.91347718432278,52.3974399793889
105114,2011-02-05,08:12:15,11:39:50,03:27:35,3,Nico,AMSTERDAM,"Fence, Road signs, Scaffolding",4.91102859237404,52.3641397815867
105115,2011-02-05,09:03:48,11:40:00,02:36:12,3,Teunis,AMSTERDAM,Unknown,4.84662755575506,52.3767965945402
105116,2011-02-05,09:49:27,13:02:40,03:13:13,2,Diemen,AMSTERDAM,Building,4.94855679989581,52.3431366849879
105119,2011-02-05,10:40:13,13:04:44,02:24:31,2,Anton,AMSTERDAM,Unknown,4.94184510732658,52.3144137019938
105120,2011-02-05,10:59:03,12:10:38,01:11:35,2,IJsbrand,AMSTERDAM,Unknown,4.90439024440427,52.3899794796911
105124,2011-02-05,11:38:18,13:01:59,01:23:41,2,Uithoorn,UITHOORN,"Fence, Road signs, Scaffolding",4.80875137615025,52.2349596335695
105131,2011-02-05,13:13:26,15:13:08,01:59:42,2,Hendrik,AMSTERDAM,Unknown,4.89562953831285,52.3719141321461
105135,2011-02-05,14:18:13,15:17:01,00:58:48,2,Hendrik,AMSTERDAM,Unknown,4.85624245402028,52.3710250381754
105136,2011-02-05,14:26:41,15:17:35,00:50:54,2,Uithoorn,UITHOORN,Unknown,4.80967847511189,52.2345866733084
105137,2011-02-05,15:05:44,15:34:55,00:29:11,2,Pieter,AMSTERDAM,Unknown,4.86007717475002,52.3473594425618
105144,2011-02-05,16:35:56,17:11:27,00:35:31,2,Amstelveen,AMSTERDAM,Unknown,4.87950764173205,52.3307361078159
105176,2011-02-06,12:51:00,13:29:19,00:38:19,2,Amstelveen,AMSTERDAM,Unknown,4.87230470750668,52.3269121314061
105207,2011-02-07,14:36:49,15:35:49,00:59:00,2,Osdorp,AMSTERDAM,Unknown,4.78707447644561,52.3628213401094
105210,2011-02-07,15:53:16,17:04:36,01:11:20,2,Teunis,AMSTERDAM,Unknown,4.87799230585347,52.3886735640899
105232,2011-02-08,16:31:29,16:55:44,00:24:15,2,IJsbrand,AMSTERDAM,Tree,4.89009440791699,52.4137645941108
105802,2011-02-27,08:00:14,09:26:29,01:26:15,3,Hendrik,AMSTERDAM,"Fence, Road signs, Scaffolding",4.89203260957299,52.3692208057063
105805,2011-02-27,08:29:02,09:26:42,00:57:40,3,Hendrik,AMSTERDAM,"Fence, Road signs, Scaffolding",4.87750663530636,52.381085859577
105806,2011-02-27,09:09:18,09:43:43,00:34:25,3,Hendrik,AMSTERDAM,Building,4.8615695903117,52.3688108622361
105807,2011-02-27,09:41:11,11:43:35,02:02:24,3,Anton,AMSTERDAM,Building,4.9694507334246,52.3184690227791
105807,2011-02-27,09:41:11,11:43:35,02:02:24,3,Anton,AMSTERDAM,"Fence, Road signs, Scaffolding",4.9694507334246,52.3184690227791
105811,2011-02-27,11:37:26,13:00:42,01:23:16,1,Willem,AMSTERDAM,Building,4.90328310131858,52.3406683507003
106825,2011-03-31,11:38:11,12:28:30,00:50:19,2,IJsbrand,AMSTERDAM,Building,4.88660872889392,52.407458568346
106890,2011-04-02,13:43:30,14:24:04,00:40:34,2,Zebra,AMSTERDAM,"Fence, Road signs, Scaffolding",4.97903996321756,52.3634500778696
107690,2011-04-25,12:22:25,14:27:12,02:04:47,1,Hendrik,AMSTERDAM,Unknown,4.85187585434691,52.3726950699749
107717,2011-04-25,20:40:25,21:06:19,00:25:54,2,Dirk,AMSTERDAM,Unknown,4.89169536351208,52.352088778626
107741,2011-04-26,14:53:12,16:11:56,01:18:44,2,Hendrik,AMSTERDAM,Unknown,4.87904025326227,52.3792679467146
107957,2011-05-01,23:38:28,00:18:17,00:39:49,3,Diemen,DIEMEN,Tree,4.96119913117874,52.3423559936838
107977,2011-05-02,15:07:38,15:55:22,00:47:44,2,Osdorp,AMSTERDAM,Tree,4.78121071925457,52.3460561557029
108712,2011-05-22,16:46:02,20:22:36,03:36:34,3,Amstelveen,AMSTELVEEN,Building,4.84521377065827,52.2797486664072
108857,2011-05-26,15:38:37,16:17:16,00:38:39,2,Hendrik,AMSTERDAM,Unknown,4.89755059938841,52.3748071454401
108865,2011-05-26,17:31:13,19:40:33,02:09:20,2,Pieter,AMSTERDAM,Unknown,4.85132914851947,52.3510950237194
108928,2011-05-28,16:11:34,19:38:04,03:26:30,2,Aalsmeer,AALSMEER,Tree,4.74875166937911,52.2304531944228
108931,2011-05-28,18:51:50,19:36:41,00:44:51,3,Willem,AMSTERDAM,Unknown,4.89844301209297,52.3484588206833
108932,2011-05-28,19:17:33,22:18:16,03:00:43,2,Amstelveen,AMSTELVEEN,Unknown,4.86849412997297,52.3052617932604
108954,2011-05-29,17:34:23,19:05:20,01:30:57,2,Diemen,DIEMEN,Unknown,4.9606754406948,52.3449335843246
109127,2011-06-03,18:46:31,19:54:47,01:08:16,2,Teunis,AMSTERDAM,Tree,4.8545986433591,52.380742375394
109254,2011-06-07,18:01:15,19:01:36,01:00:21,2,IJsbrand,AMSTERDAM,Tree,4.88949348831217,52.414921476151
109550,2011-06-16,19:30:31,21:17:54,01:47:23,2,Anton,AMSTERDAM,Tree,4.98256826214899,52.3097874931398
109608,2011-06-18,10:20:28,10:43:06,00:22:38,2,Victor,AMSTERDAM,Tree,4.91316036075819,52.3569941120157
109619,2011-06-18,16:09:00,17:02:21,00:53:21,2,Anton,AMSTERDAM,"Fence, Road signs, Scaffolding",4.96811129906576,52.3174217048894
109625,2011-06-18,17:32:51,19:28:20,01:55:29,2,IJsbrand,AMSTERDAM,Unknown,4.89898349211184,52.4020547096454
109626,2011-06-18,17:18:04,18:49:30,01:31:26,2,Hendrik,AMSTERDAM,Unknown,4.88989143989105,52.3702993451314
109632,2011-06-18,20:11:32,21:10:32,00:59:00,3,Zebra,AMSTERDAM,Tree,4.95443759978939,52.3977045564547
109634,2011-06-18,20:27:15,20:54:01,00:26:46,2,IJsbrand,AMSTERDAM,Tree,4.90912428458476,52.3882640629755
109773,2011-06-23,17:48:25,18:25:28,00:37:03,2,Diemen,AMSTERDAM,Tree,4.94769903058475,52.3438075826406
109987,2011-06-28,20:53:29,21:27:42,00:34:13,2,IJsbrand,AMSTERDAM,Tree,4.91244343686041,52.391072578777
109989,2011-06-28,21:02:12,21:27:22,00:25:10,2,Zebra,AMSTERDAM,Unknown,4.98275387363973,52.3618899792005
109997,2011-06-28,23:56:12,01:37:14,01:41:02,2,Aalsmeer,UITHOORN,Tree,4.78530501428726,52.2453854389609
110124,2011-07-02,14:37:37,16:52:58,02:15:21,2,IJsbrand,AMSTERDAM,Tree,4.88884700210008,52.4188193900261
110495,2011-07-12,21:41:38,23:07:38,01:26:00,2,Dirk,AMSTERDAM,Tree,4.89546086714827,52.3526886852967
110496,2011-07-12,22:59:20,23:21:25,00:22:05,2,Willem,AMSTERDAM,Tree,4.90919417995007,52.3368096610887
110497,2011-07-12,23:10:35,00:20:04,01:09:29,2,Willem,AMSTERDAM,Tree,4.90766797526257,52.3422680444655
110499,2011-07-12,23:34:11,00:20:00,00:45:49,2,Anton,AMSTERDAM,Tree,4.98885581298051,52.2921388478419
110507,2011-07-13,09:26:05,11:23:25,01:57:20,2,Pieter,AMSTERDAM,Tree,4.8512702027033,52.3353122016749
110520,2011-07-13,20:46:38,21:37:17,00:50:39,2,Uithoorn,UITHOORN,Unknown,4.82771038864739,52.2360126560406
110536,2011-07-14,10:18:36,10:43:05,00:24:29,3,Hendrik,AMSTERDAM,Tree,4.86873326155599,52.3626768625195
110555,2011-07-14,17:07:20,18:15:08,01:07:48,2,Aalsmeer,AALSMEER,Tree,4.75670543812275,52.2693510971589
110556,2011-07-14,17:14:40,19:14:48,02:00:08,2,Hendrik,AMSTERDAM,"Fence, Road signs, Scaffolding",4.89163931119086,52.3755105573976
110558,2011-07-14,17:15:59,18:56:43,01:40:44,2,Teunis,AMSTERDAM,Tree,4.83189668512832,52.3839096259403
110560,2011-07-14,17:29:16,18:09:25,00:40:09,3,Diemen,DIEMEN,Tree,4.97547500565143,52.3315223775777
110562,2011-07-14,17:40:22,18:22:51,00:42:29,2,Hendrik,AMSTERDAM,Tree,4.8888031240875,52.371759766387
110563,2011-07-14,17:48:20,18:01:28,00:13:08,2,Dirk,AMSTERDAM,Unknown,4.88809614376822,52.3562889092885
110565,2011-07-14,18:17:26,19:15:26,00:58:00,2,Aalsmeer,AALSMEER,Building,4.79693161408927,52.2762728165453
110572,2011-07-14,19:23:28,20:17:46,00:54:18,2,Hendrik,AMSTERDAM,Tree,4.87427254621221,52.3749872154462
110575,2011-07-14,19:49:37,20:36:39,00:47:02,2,Victor,AMSTERDAM,Unknown,4.93744757849083,52.3475349306346
110577,2011-07-14,20:10:22,21:13:23,01:03:01,2,Duivendrecht,AMSTERDAM,Tree,4.9423529227476,52.3383949668015
110580,2011-07-14,20:32:03,21:06:50,00:34:47,3,Diemen,DIEMEN,Tree,4.96092973841221,52.3429032749911
110582,2011-07-14,20:55:10,22:03:40,01:08:30,2,Amstelveen,AMSTELVEEN,Unknown,4.8648138487925,52.3139997501336
110585,2011-07-14,22:00:00,22:15:54,00:15:54,2,Hendrik,AMSTERDAM,Tree,4.87177670573692,52.3749314388578
110586,2011-07-14,22:01:57,22:15:39,00:13:42,3,Osdorp,AMSTERDAM,Unknown,4.79886421593112,52.3638781658671
110588,2011-07-14,22:18:39,23:31:30,01:12:51,2,Uithoorn,AMSTELVEEN,Tree,4.82911098372963,52.2585880644984
110589,2011-07-14,22:43:46,23:18:12,00:34:26,2,IJsbrand,AMSTERDAM,Tree,4.89444342713906,52.4112662233923
110591,2011-07-14,22:55:26,23:18:38,00:23:12,2,Dirk,AMSTERDAM,Tree,4.89195718576732,52.3615090240745
110592,2011-07-14,23:53:37,00:46:53,00:53:16,2,Amstelveen,AMSTELVEEN,Tree,4.82370473754996,52.2760619246815
110593,2011-07-14,23:56:41,00:22:39,00:25:58,2,Pieter,AMSTERDAM,Tree,4.84633189700709,52.3468480365263
110599,2011-07-15,08:13:17,10:48:02,02:34:45,2,Aalsmeer,AALSMEER,Tree,4.76229015899907,52.2524563674054
110602,2011-07-15,09:46:09,10:47:24,01:01:15,2,Zebra,AMSTERDAM,Tree,4.92331101079972,52.4096481561232
110653,2011-07-16,18:18:01,20:18:45,02:00:44,2,Amstelveen,AMSTELVEEN,Tree,4.83023630015086,52.2786813972751
110673,2011-07-17,11:26:22,12:18:55,00:52:33,2,Osdorp,AMSTERDAM,Tree,4.81583428585439,52.3777035750556
110678,2011-07-17,14:13:33,15:10:06,00:56:33,2,Amstelveen,AMSTELVEEN,Tree,4.88616079972455,52.3001699456209
110688,2011-07-17,17:14:45,21:07:26,03:52:41,2,Dirk,AMSTERDAM,Unknown,4.8710059616898,52.3553527925698
110904,2011-07-23,13:36:16,15:34:38,01:58:22,3,Amstelveen,AMSTERDAM,Unknown,4.86566374809872,52.3265504956468
110923,2011-07-24,06:54:46,09:21:57,02:27:11,2,Pieter,AMSTERDAM,Unknown,4.82763255067627,52.3493495877727
110924,2011-07-24,09:12:47,10:08:05,00:55:18,2,Pieter,AMSTERDAM,Tree,4.85402560096629,52.3367806723832
110928,2011-07-24,12:19:48,14:30:58,02:11:10,3,Anton,AMSTERDAM,Unknown,5.00195610238264,52.3517709767712
111266,2011-08-04,18:09:38,19:22:34,01:12:56,3,Zebra,AMSTERDAM,Unknown,4.92185550558906,52.4110984431572
111347,2011-08-07,15:23:40,15:53:58,00:30:18,2,Nico,AMSTERDAM,Tree,4.90849576779816,52.3634824517787
111349,2011-08-07,19:37:50,20:12:09,00:34:19,2,IJsbrand,AMSTERDAM,Unknown,4.89273761292086,52.40608223433
